# object_name   ref_object  relative_x relative_y 
Knight_60618   Knight_24271  157109 108811 
King_60619   Bishop_24147  -5796 -38109 
Rook_60620   Knight_9222  142603 46719 
Bishop_60621   Rook_27673  -23721 -95452 
King_60622   Rook_3559  288792 152608 
Queen_60623   Rook_47785  -15664 -19057 
Queen_60624   King_41017  10797 64400 
Rook_60625   Queen_44731  -85149 18733 
Rook_60626   Queen_29822  -54063 -37674 
Rook_60627   Rook_47099  -179893 81322 
Rook_60628   Bishop_8079  -90316 -75667 
Queen_60629   Queen_42528  -25642 77104 
King_60630   Rook_57229  -8415 91703 
Bishop_60631   Rook_50364  -25099 -55261 
Bishop_60632   Knight_40316  -199258 44438 
Queen_60633   Knight_39082  105902 -41035 
Rook_60634   Queen_22898  41433 -5487 
Knight_60635   Queen_28050  -107752 80055 
Queen_60636   Queen_40803  -146068 120244 
King_60637   Bishop_34758  161363 206071 
Rook_60638   King_38855  77953 -23307 
Rook_60639   King_9701  68487 278 
Queen_60640   Knight_42592  125906 -164134 
Bishop_60641   King_19768  -84085 43202 
King_60642   Bishop_57817  -25398 -24958 
Queen_60643   Bishop_23271  34817 182426 
Bishop_60644   King_16813  49099 145809 
Rook_60645   Rook_26297  -49936 94347 
Queen_60646   Rook_58117  -82135 -16126 
Queen_60647   King_15811  28421 32151 
Rook_60648   Bishop_7444  88932 31231 
Queen_60649   King_51407  -103454 59734 
Queen_60650   Rook_48912  66658 -34979 
Bishop_60651   Knight_25522  114632 -204495 
King_60652   Queen_50365  177385 136495 
Knight_60653   King_52436  29571 -6637 
King_60654   Knight_27087  -143028 18636 
Knight_60655   Bishop_11925  -80658 187200 
Queen_60656   Queen_28880  80266 -112496 
Bishop_60657   Bishop_9197  83480 -207479 
King_60658   King_23951  -138537 -43691 
Knight_60659   Queen_37972  95359 157095 
Bishop_60660   Knight_27244  1328 10542 
Rook_60661   Rook_13559  -150212 -63321 
Bishop_60662   Rook_25529  -4694 -236005 
Rook_60663   Knight_1315  57506 -25706 
Knight_60664   Knight_42178  -51300 40293 
Bishop_60665   Bishop_53695  19699 -37527 
King_60666   Rook_57345  94452 -33408 
Queen_60667   King_30804  -97285 134421 
Knight_60668   Rook_8841  165452 126590 
Queen_60669   Knight_26240  -23898 189970 
Queen_60670   Queen_654  -140010 148741 
King_60671   Rook_19712  -8968 147284 
Bishop_60672   Rook_50202  -1468 70382 
Knight_60673   Knight_52354  -59845 -25310 
Rook_60674   Rook_58267  -4721 131830 
Rook_60675   Knight_1432  132679 119091 
Bishop_60676   Knight_41703  228108 114914 
King_60677   Queen_40643  100620 137128 
Knight_60678   Knight_57664  -1409 -71215 
King_60679   King_7911  -67265 150045 
Knight_60680   Bishop_57020  -106377 65037 
King_60681   Knight_21376  -41231 -202477 
Rook_60682   Knight_11059  19546 53902 
Bishop_60683   King_35167  -275595 105165 
Queen_60684   Rook_19307  175135 29768 
Knight_60685   Knight_12908  -53529 -100842 
Knight_60686   Queen_14689  -132015 -205154 
King_60687   Rook_3652  254799 41 
Knight_60688   King_16360  165259 188398 
Knight_60689   Queen_45527  97867 103013 
Queen_60690   Bishop_13618  -42511 -4942 
King_60691   Knight_19678  -156198 -30427 
Queen_60692   Knight_33909  -170191 48721 
Queen_60693   Queen_5366  -86153 -88059 
Bishop_60694   Knight_39250  -98037 48194 
Rook_60695   Bishop_30099  -66991 177409 
King_60696   Knight_13938  52436 103826 
Bishop_60697   King_7525  -46025 -30460 
Knight_60698   Knight_60362  -87321 13625 
Bishop_60699   Knight_21783  -281940 24430 
King_60700   Queen_28904  -163205 -171824 
King_60701   Rook_46833  -118277 125218 
Queen_60702   Rook_22370  -112470 -50640 
Queen_60703   Knight_6661  92746 29904 
King_60704   King_39894  -21961 216055 
Rook_60705   Rook_22808  -10275 58494 
King_60706   Knight_30357  -91030 -65175 
Queen_60707   Queen_57289  -62185 -151818 
Queen_60708   Knight_43686  250229 173304 
Queen_60709   Knight_6118  -61891 -177774 
Rook_60710   Rook_47395  -1847 -237650 
Knight_60711   Knight_19984  -214492 -62114 
King_60712   Knight_20057  124953 -2297 
Bishop_60713   King_37319  -110229 284494 
Queen_60714   King_17676  -58554 -176821 
King_60715   King_54825  -161779 -98092 
Queen_60716   Rook_39081  26171 -82432 
Queen_60717   Queen_24635  -25792 91206 
King_60718   Bishop_53045  43214 -89385 
Rook_60719   Queen_16222  220273 43728 
Knight_60720   Bishop_16742  -28124 42263 
Knight_60721   Knight_26872  -128521 90419 
King_60722   Knight_51364  -231166 -87063 
Bishop_60723   Knight_44515  11759 -25290 
King_60724   Rook_9195  25064 39261 
Knight_60725   King_26275  141077 -85239 
Queen_60726   Knight_47495  171814 107824 
King_60727   King_51185  -166791 4872 
Rook_60728   King_22639  -7093 -96340 
Rook_60729   Queen_11968  34787 -78991 
Bishop_60730   Queen_17327  -170414 -169519 
Rook_60731   King_30838  158196 -46939 
Knight_60732   Bishop_15338  -65342 108680 
Bishop_60733   Queen_43122  -892 130932 
King_60734   Queen_17815  71591 227561 
Queen_60735   Bishop_38052  -10790 -173413 
Knight_60736   Rook_55739  68190 44975 
Bishop_60737   Rook_57096  -127332 125473 
King_60738   Rook_6046  -34271 -65801 
Knight_60739   Queen_36182  -63239 -121875 
Knight_60740   Bishop_57101  214733 -185522 
Bishop_60741   Rook_9822  -10364 -67535 
Knight_60742   Rook_28581  64507 -91312 
Rook_60743   Rook_33552  38148 -189731 
Knight_60744   Knight_57052  -10574 31390 
King_60745   Queen_31695  1208 16105 
Knight_60746   King_41263  39984 -105583 
Knight_60747   Rook_52560  287293 93710 
Bishop_60748   Rook_22258  69369 78237 
Knight_60749   Rook_1680  2625 25100 
King_60750   Rook_23464  -33769 -64517 
Rook_60751   Bishop_56869  -209675 24396 
Queen_60752   Bishop_2816  9927 -229930 
Knight_60753   Queen_9212  42990 -140077 
King_60754   Knight_45809  -118922 99870 
Queen_60755   Rook_30566  229288 201987 
Queen_60756   King_9396  -27385 58332 
Knight_60757   Rook_29719  2501 33890 
Rook_60758   Rook_42673  -59142 168011 
Knight_60759   Queen_48083  183485 139655 
Queen_60760   King_33292  -129006 -114065 
Queen_60761   Queen_5436  -51152 -60524 
Queen_60762   Bishop_38133  22626 51330 
King_60763   Rook_3161  -27738 53224 
Queen_60764   King_56812  -259795 -79131 
Bishop_60765   King_19527  155805 89048 
Queen_60766   Bishop_28136  -135070 137957 
Bishop_60767   King_28496  36606 199125 
Bishop_60768   Knight_25979  -95477 -84748 
Rook_60769   King_23496  -107121 207326 
King_60770   Knight_12683  -215744 10559 
Queen_60771   Knight_56302  10754 60530 
Rook_60772   Knight_9742  39416 -95363 
Knight_60773   Queen_27977  -98114 168118 
Knight_60774   Rook_22137  41506 -118092 
Knight_60775   Rook_56414  -183495 124462 
King_60776   Knight_36341  57459 136194 
Bishop_60777   Rook_2964  -83681 2117 
Knight_60778   Queen_46994  -151520 -24472 
Bishop_60779   Rook_57501  -93891 -175275 
Knight_60780   Queen_33478  -1119 -141497 
King_60781   Bishop_34336  270181 -60322 
Queen_60782   King_12015  -156769 -73103 
King_60783   Knight_1502  -18236 -181124 
King_60784   King_35247  -170101 -78011 
Knight_60785   Rook_8987  60576 -39903 
Rook_60786   Knight_24914  -167058 116727 
King_60787   Rook_17862  -12725 160331 
King_60788   Rook_6517  85213 61703 
Rook_60789   Queen_57204  -31427 -76256 
Bishop_60790   Rook_22417  187386 100403 
Bishop_60791   Bishop_1379  115534 61766 
Queen_60792   Rook_44443  -46465 213965 
Rook_60793   Knight_54685  106792 -120630 
Rook_60794   Knight_34207  -157409 32920 
Bishop_60795   Queen_35612  -82604 -171116 
Knight_60796   Queen_55359  2139 106668 
Rook_60797   King_47206  -49760 -6983 
King_60798   Bishop_32273  -46543 4933 
King_60799   King_12803  175829 60536 
Rook_60800   Rook_695  36748 123474 
Queen_60801   King_39294  -60925 56470 
King_60802   Queen_37917  159143 -27302 
Bishop_60803   King_40530  114385 -33240 
Bishop_60804   Rook_10598  -93723 -158388 
Rook_60805   Bishop_12263  46826 32199 
King_60806   Rook_14208  -157020 -179395 
Rook_60807   Rook_60326  105170 -14812 
Bishop_60808   Queen_34284  -37162 -18029 
Rook_60809   Queen_23237  -90174 -27202 
King_60810   Knight_15638  -85917 -169103 
King_60811   Knight_2287  -215019 -9831 
Knight_60812   Queen_36063  -39100 44210 
Knight_60813   Knight_39395  31069 -33862 
Rook_60814   Bishop_54202  -33001 22573 
Bishop_60815   Knight_56227  -11748 -141036 
Queen_60816   Bishop_4366  -15239 65021 
Queen_60817   Queen_42229  123036 -27995 
Queen_60818   Knight_60145  163982 -9601 
Queen_60819   King_32229  -97832 266280 
King_60820   Queen_33506  59838 158301 
Queen_60821   Knight_6308  -101821 105589 
Queen_60822   Bishop_34673  -81321 174211 
Rook_60823   Queen_11887  -46768 -134332 
Queen_60824   Bishop_42140  -3415 -158548 
Bishop_60825   Rook_13154  197136 -84810 
Knight_60826   Bishop_8944  -171477 -67095 
King_60827   Bishop_19793  -83394 -98081 
Rook_60828   Bishop_21056  -98511 -14405 
Knight_60829   Bishop_2728  -126418 50392 
Queen_60830   Bishop_14937  -14280 6622 
Bishop_60831   Bishop_25538  -129124 38027 
Queen_60832   Rook_9272  -57969 40407 
Rook_60833   Knight_34776  -129925 162110 
Rook_60834   King_30053  131079 -5219 
Knight_60835   King_15348  -50213 -76362 
Bishop_60836   Bishop_54063  -59153 120933 
Rook_60837   Bishop_46107  -54432 24872 
Bishop_60838   Knight_23203  -93511 -247991 
Queen_60839   Bishop_42940  66486 119108 
Bishop_60840   Knight_54789  69952 123734 
Queen_60841   Knight_46529  185165 132134 
Knight_60842   Queen_20652  -84106 -6266 
King_60843   King_44035  -159569 52647 
Rook_60844   Knight_14107  -107612 -45331 
Bishop_60845   Queen_15569  146369 7561 
Queen_60846   King_30036  111658 246004 
Queen_60847   Queen_31905  122688 277316 
Knight_60848   Knight_57110  -149150 -17952 
Rook_60849   Bishop_34625  -85929 24729 
King_60850   Bishop_11128  170871 195053 
Bishop_60851   Bishop_38673  86452 159544 
Knight_60852   Bishop_35793  252645 90798 
King_60853   Bishop_10097  249839 23409 
Queen_60854   Rook_8799  -112643 199116 
Rook_60855   Rook_43468  -66420 -23223 
Knight_60856   Queen_60735  1484 193636 
Bishop_60857   Bishop_22217  4224 132598 
Rook_60858   Rook_16224  -145866 -8588 
King_60859   Rook_15421  -194938 195361 
Bishop_60860   Bishop_7016  -149961 38669 
Bishop_60861   King_4146  140501 23339 
Queen_60862   Rook_6686  61101 43843 
Queen_60863   Queen_56768  70730 -115068 
Bishop_60864   King_14368  -107901 42756 
Queen_60865   King_14152  -281162 -254138 
Queen_60866   Queen_37662  41038 158525 
King_60867   Knight_58032  105780 9633 
Bishop_60868   Knight_1615  -140830 -59135 
Queen_60869   Rook_46353  -1487 -66690 
Bishop_60870   King_16682  -105832 14772 
King_60871   Queen_39092  196303 179523 
Bishop_60872   Rook_25318  72684 2850 
Bishop_60873   Bishop_56194  -3345 -4269 
Rook_60874   King_12247  -118864 -28001 
Rook_60875   King_56776  -34091 -13049 
King_60876   Queen_23237  14639 170110 
King_60877   King_17926  -58560 -208732 
Rook_60878   Bishop_2362  34677 16550 
Knight_60879   Knight_38319  21003 31467 
King_60880   Queen_12189  -171181 153881 
Queen_60881   Queen_52542  190540 161918 
Bishop_60882   Queen_25430  -170771 47908 
Knight_60883   Bishop_28976  -130497 26977 
King_60884   King_53963  123713 -58793 
Knight_60885   Bishop_4389  -25274 109508 
Knight_60886   Rook_41286  18477 79554 
Bishop_60887   Queen_44608  -205963 23216 
Rook_60888   Knight_32499  -145421 258671 
Knight_60889   King_14818  -228243 10052 
Knight_60890   Rook_25138  282737 90952 
Rook_60891   King_7803  -201618 -165427 
Queen_60892   Rook_42398  194726 121226 
Queen_60893   King_55630  -112980 237964 
Knight_60894   Knight_55686  72610 116940 
Knight_60895   Queen_4541  10440 147564 
Bishop_60896   Rook_9318  6055 38321 
Queen_60897   Queen_35025  -129441 -12675 
Bishop_60898   Knight_41073  9662 207373 
King_60899   Knight_28134  -67450 37599 
Queen_60900   Queen_47257  -5578 205531 
Queen_60901   Knight_28421  48945 -83784 
Queen_60902   Queen_13806  115896 -185289 
Bishop_60903   Queen_19170  52356 -127574 
Rook_60904   Knight_51045  -143318 59859 
Rook_60905   Rook_57462  62667 221013 
Queen_60906   Rook_24034  52824 13299 
Queen_60907   Knight_55304  -131305 8175 
Queen_60908   Rook_17950  -37087 -46935 
King_60909   Knight_27457  168945 -138830 
King_60910   King_60511  132091 190847 
King_60911   Knight_966  66029 -55447 
Rook_60912   Knight_56686  3501 -116135 
Knight_60913   Queen_43469  123411 -10991 
Knight_60914   Bishop_42392  -18339 -98371 
King_60915   Rook_45182  -37915 -96918 
Knight_60916   Bishop_22141  -47410 25468 
Queen_60917   Knight_21274  -40824 -110326 
Bishop_60918   Knight_17675  1293 53474 
Bishop_60919   Queen_60033  78804 43892 
King_60920   King_56204  122758 40443 
Queen_60921   Queen_18825  42174 -161869 
Bishop_60922   Queen_8903  -121369 -23173 
Knight_60923   King_60604  -229362 102569 
Bishop_60924   Rook_46854  -3567 188494 
Knight_60925   Bishop_32078  -634 135284 
Bishop_60926   Rook_34056  115414 -80383 
Queen_60927   Rook_49883  -26765 209378 
King_60928   Rook_24290  19949 188709 
Knight_60929   Knight_959  -115161 88112 
Bishop_60930   Queen_30856  32610 30763 
Queen_60931   Knight_49605  -262900 52245 
Knight_60932   Knight_12417  -24687 147234 
Queen_60933   King_10649  211862 62248 
Rook_60934   King_42841  -16603 173672 
King_60935   Knight_8166  59764 -29851 
Knight_60936   Rook_26880  -119287 166582 
King_60937   Rook_45245  -29480 136992 
Knight_60938   King_38234  -35365 -127251 
Bishop_60939   Knight_45823  -96289 -6980 
Knight_60940   Knight_10482  -107151 97784 
Knight_60941   Knight_24318  75159 16017 
Rook_60942   King_51401  179343 144497 
Bishop_60943   King_47206  -128916 1936 
Queen_60944   King_49999  -58534 209418 
Knight_60945   Rook_33273  27349 189838 
Rook_60946   Knight_36823  -67841 -7885 
Knight_60947   Knight_32277  -77653 66099 
Rook_60948   King_3414  -125441 -169211 
Queen_60949   Knight_2685  -217719 -92991 
Queen_60950   Bishop_25594  72519 109940 
Queen_60951   Knight_28114  -230654 35409 
Rook_60952   Rook_15903  -113879 35063 
Knight_60953   King_48363  -133766 -229606 
Rook_60954   Knight_53360  -55753 57538 
Knight_60955   Knight_19909  67648 -65171 
Knight_60956   Queen_6244  -10677 -55514 
Knight_60957   Queen_33118  2824 37461 
Rook_60958   King_1763  48092 -99951 
Rook_60959   Rook_53882  229720 -78472 
Queen_60960   Bishop_32120  -97177 -122795 
Knight_60961   Queen_8113  -166607 57260 
Queen_60962   Rook_40010  -190454 159491 
Bishop_60963   King_55954  95396 71952 
Bishop_60964   Queen_22312  2417 243834 
Rook_60965   Bishop_42953  69443 -67781 
Bishop_60966   Bishop_35713  -215844 9198 
Knight_60967   King_46519  -167235 134982 
Rook_60968   Bishop_52812  202458 27338 
King_60969   Knight_47191  10389 120101 
Bishop_60970   Knight_22524  -179311 17632 
Rook_60971   Bishop_4816  -229869 90174 
Knight_60972   King_46839  9657 137204 
Rook_60973   Queen_33635  170235 -44250 
King_60974   Queen_5732  -30373 -21614 
Rook_60975   Bishop_24865  237797 -92385 
King_60976   Queen_17474  -49616 92470 
Rook_60977   Rook_59643  -250388 -38143 
Rook_60978   King_57532  274708 4789 
King_60979   Rook_48796  -131523 -117866 
Queen_60980   Knight_48527  125575 -8886 
King_60981   Bishop_19891  -42501 -187640 
Rook_60982   King_33562  50822 36273 
Bishop_60983   Knight_28114  -188946 113803 
King_60984   Rook_22110  -135005 44172 
Knight_60985   King_9713  -106875 22647 
Knight_60986   King_41607  -215477 -158906 
Bishop_60987   King_23081  116818 -45666 
Queen_60988   Queen_56032  -49174 -63398 
Bishop_60989   King_41617  64954 72091 
Rook_60990   King_18535  270937 -127779 
Bishop_60991   Rook_60392  -115141 -256741 
Knight_60992   King_58815  131528 -152117 
Queen_60993   Bishop_2171  -146102 -46925 
Rook_60994   Bishop_20483  103877 -117911 
Bishop_60995   Bishop_51288  -144575 -146299 
Queen_60996   Bishop_40902  -644 156165 
Queen_60997   Bishop_9644  16198 118890 
Rook_60998   King_44478  -83408 -168901 
Knight_60999   Queen_38408  120311 -45475 
King_61000   Queen_31136  -90749 12432 
Bishop_61001   Bishop_27624  13947 121773 
Knight_61002   Knight_15449  195534 75578 
Bishop_61003   King_39721  -1384 -164569 
King_61004   Queen_40511  -77409 -163893 
Queen_61005   Knight_26146  -200135 69156 
Knight_61006   Rook_44092  -96535 129813 
Queen_61007   Rook_13953  -7765 14619 
King_61008   King_46791  260035 -45872 
King_61009   Knight_48513  85 -117010 
King_61010   Bishop_28432  -2287 -16213 
Rook_61011   Bishop_54403  50073 263403 
Rook_61012   Rook_5438  -10791 -178563 
King_61013   Knight_23439  101235 -56881 
Knight_61014   King_1909  141590 225235 
Queen_61015   Queen_60854  21179 -105684 
Rook_61016   King_54497  42594 274919 
Queen_61017   Bishop_25330  101663 -73578 
King_61018   Rook_45046  -132519 -143538 
Bishop_61019   Knight_22815  2689 -47978 
King_61020   Rook_14780  760 -70138 
Knight_61021   Rook_57263  -117363 26304 
Knight_61022   Queen_15061  96279 -6751 
Knight_61023   King_33572  224387 74291 
Bishop_61024   Queen_20449  -102690 -165999 
King_61025   Rook_23168  154250 -142834 
King_61026   King_55130  150024 278673 
King_61027   Queen_11549  88636 151886 
Queen_61028   King_22785  68292 130884 
Bishop_61029   Knight_33473  2393 -183519 
King_61030   Queen_24537  108318 117284 
Bishop_61031   Knight_24493  -25737 226217 
Bishop_61032   Knight_8330  11622 -144687 
Knight_61033   Rook_38367  -89182 -211112 
Rook_61034   Rook_51030  18524 -153916 
Queen_61035   Queen_31006  -44505 -125747 
Bishop_61036   Bishop_59344  15481 44973 
King_61037   Knight_6390  65763 -52014 
Knight_61038   Bishop_34917  194909 182090 
Queen_61039   Knight_25705  140628 39719 
King_61040   Knight_15193  -148687 253466 
King_61041   Queen_8416  -40864 51862 
Queen_61042   Knight_51117  -132861 151741 
Knight_61043   Queen_33511  -77913 -54564 
Bishop_61044   Queen_24353  -89500 -21205 
King_61045   Bishop_8571  49436 133439 
King_61046   Bishop_53642  110171 -220945 
Bishop_61047   Queen_44603  -31439 -135250 
Knight_61048   Queen_17023  81536 170078 
Bishop_61049   Rook_16024  183258 33603 
King_61050   King_17587  7014 -201440 
King_61051   Bishop_54648  -219106 -2494 
Knight_61052   Bishop_7404  -87251 -101566 
Knight_61053   Bishop_52178  -149301 -121167 
Rook_61054   Queen_21332  20522 -169812 
King_61055   King_16474  -44887 170362 
King_61056   Queen_51463  167814 96158 
Queen_61057   Bishop_4579  143118 -40691 
Queen_61058   Bishop_54193  -39890 129269 
King_61059   Rook_2656  213199 -37315 
King_61060   Rook_10598  -140915 120115 
Bishop_61061   Rook_20144  -123894 -29815 
Knight_61062   Knight_5104  165591 -279873 
Knight_61063   Bishop_15319  -8192 65245 
Knight_61064   Rook_39837  -189336 -138481 
Bishop_61065   Bishop_6247  -242 11386 
Bishop_61066   Queen_21568  -78290 46526 
King_61067   King_22512  -158223 -30096 
Queen_61068   Queen_4588  113993 -34875 
Queen_61069   Bishop_20089  148075 81462 
Knight_61070   Knight_34301  4408 -54812 
King_61071   Rook_57491  56527 -263238 
Rook_61072   Rook_59311  40508 119040 
King_61073   Bishop_50133  -113343 105352 
Queen_61074   King_21396  37345 74922 
Queen_61075   King_59776  -53011 -92340 
King_61076   King_49422  67009 164077 
King_61077   Queen_17759  37119 57231 
Queen_61078   King_36342  -47099 83202 
Rook_61079   Knight_22742  143703 138051 
Rook_61080   King_46652  132622 -36868 
King_61081   King_9575  77430 -48404 
King_61082   Knight_19434  -47317 -132680 
Knight_61083   Rook_6637  28192 -231777 
Bishop_61084   Queen_17777  -22426 -148660 
King_61085   Bishop_4296  -37060 -22710 
Queen_61086   Knight_40229  -30172 -76629 
Queen_61087   Queen_9903  -3833 -134031 
Knight_61088   Queen_50440  -228216 -74610 
King_61089   King_40014  -190129 -209483 
King_61090   Knight_38761  -6820 -31240 
King_61091   Queen_17232  98751 138736 
King_61092   King_49199  -130542 225022 
Rook_61093   Rook_5024  26001 107566 
Knight_61094   Rook_50888  42729 -88191 
Bishop_61095   Rook_4448  -38013 113164 
Queen_61096   Knight_36371  -12961 -122247 
King_61097   Rook_25687  95509 -177969 
Rook_61098   King_53600  -135153 14231 
King_61099   Bishop_11076  -49953 18920 
King_61100   Queen_58470  106878 166420 
King_61101   Queen_1606  -58550 -74201 
King_61102   Queen_46535  82586 112532 
King_61103   Knight_45400  -74397 48205 
Knight_61104   Rook_41089  143813 59028 
Queen_61105   Queen_14296  -112007 -53359 
Knight_61106   Queen_21692  36276 -225132 
King_61107   Rook_57758  -188513 21010 
Queen_61108   Bishop_53248  -12567 40983 
Knight_61109   Bishop_48771  -70281 101040 
Knight_61110   Queen_42634  -183073 -21336 
King_61111   Rook_59551  -20677 -59335 
Queen_61112   Bishop_54706  -36972 -68135 
Bishop_61113   Bishop_23612  -70842 105709 
Knight_61114   Queen_146  -118814 19360 
Rook_61115   Bishop_406  -220399 109849 
Bishop_61116   Knight_31535  66220 -114646 
Queen_61117   Queen_7295  -53115 -60675 
Bishop_61118   Knight_42657  53119 -105706 
King_61119   Knight_60017  -174845 -150754 
King_61120   Knight_28578  43599 105691 
Rook_61121   King_7060  81399 123207 
King_61122   Queen_12775  132762 -211884 
King_61123   Bishop_28508  -77662 -193092 
Knight_61124   King_52826  -91453 9347 
Queen_61125   Bishop_20110  117275 206961 
Bishop_61126   Bishop_54224  -74968 195418 
Knight_61127   King_23969  164239 81834 
Bishop_61128   Queen_27618  10556 129828 
Knight_61129   Bishop_26836  108037 123939 
Bishop_61130   Queen_21094  -30826 -163729 
Queen_61131   Knight_21656  -16833 -92680 
Queen_61132   Queen_51461  185369 39714 
Knight_61133   Bishop_53929  -149166 20201 
Knight_61134   Knight_46256  -114792 69041 
Rook_61135   Bishop_7404  -88741 90662 
King_61136   Knight_38037  -120065 143223 
King_61137   King_40262  -100589 -170219 
Rook_61138   King_23940  96429 108585 
Rook_61139   Knight_36653  190924 -230351 
Bishop_61140   Knight_35498  22930 -173700 
Queen_61141   Queen_14771  163337 25811 
Knight_61142   King_39377  22208 -274649 
Bishop_61143   Knight_8642  -80404 19527 
Knight_61144   Queen_27360  2463 -288485 
Knight_61145   King_50310  193452 -101276 
King_61146   Rook_48603  96032 209377 
Queen_61147   Rook_46257  72915 -134431 
Rook_61148   Queen_11085  -123583 -23526 
King_61149   Rook_10757  -174833 -173267 
Queen_61150   King_55160  6450 23990 
Rook_61151   Rook_12947  -92154 -29530 
King_61152   Rook_24766  -226089 42535 
Queen_61153   Queen_52038  -12806 93513 
Rook_61154   King_9110  68419 -1241 
Rook_61155   Bishop_18732  -226410 -172024 
Knight_61156   King_43027  -276681 215118 
Rook_61157   Bishop_23460  111027 -124651 
King_61158   King_19030  -128178 -84694 
Knight_61159   Knight_43604  9139 102303 
King_61160   Bishop_35356  7647 182568 
Knight_61161   Queen_52700  101567 105971 
Rook_61162   King_31465  161092 -69933 
Rook_61163   Queen_29567  63990 -70420 
Rook_61164   Queen_60997  -93490 -39744 
Bishop_61165   Rook_6420  82995 110905 
Knight_61166   Knight_33508  61072 -97359 
Bishop_61167   King_53684  31474 19806 
Queen_61168   Bishop_764  -38029 33836 
Queen_61169   King_24974  157424 -114813 
Knight_61170   Knight_2402  -118294 -10923 
King_61171   Knight_50177  -72681 130600 
Rook_61172   King_11726  137315 -186108 
Bishop_61173   Rook_44119  -106375 84452 
Knight_61174   Rook_59571  49382 -121468 
Knight_61175   Queen_5105  193569 114921 
Knight_61176   Queen_6260  -89298 125261 
King_61177   Queen_4964  -262077 59249 
Bishop_61178   Queen_17662  203715 -16535 
Rook_61179   Rook_20192  32762 129696 
Rook_61180   Queen_31109  -211439 -180105 
Knight_61181   King_3145  62024 -2383 
Rook_61182   Knight_19275  -189016 -13991 
Knight_61183   Queen_27780  142096 129311 
Bishop_61184   Rook_60249  59130 134977 
Bishop_61185   Queen_32113  28992 195880 
Rook_61186   King_48975  79262 152666 
Queen_61187   Knight_14850  106338 -16272 
Queen_61188   Queen_56651  -8653 172722 
Knight_61189   Knight_2953  -33887 -13060 
Bishop_61190   King_31772  -123014 -152792 
Rook_61191   King_32004  -49161 18228 
Queen_61192   King_33583  -70740 -40746 
Knight_61193   Bishop_25314  -177032 -46430 
Queen_61194   King_60727  -30468 85137 
Knight_61195   Queen_29311  -102722 -156510 
Knight_61196   Rook_51109  103408 3347 
Knight_61197   Knight_34332  -35063 -165506 
Bishop_61198   Knight_60102  -49687 77681 
Knight_61199   Knight_20527  -206624 53097 
King_61200   Knight_57250  -107902 14083 
Queen_61201   Bishop_35441  -58295 -33827 
King_61202   Rook_26251  74827 183482 
Rook_61203   King_18820  -65917 -95651 
Queen_61204   Rook_54026  32847 -251134 
Rook_61205   Bishop_20434  -102 -137646 
King_61206   King_2903  15931 139019 
Queen_61207   Bishop_43471  -140740 275292 
Bishop_61208   Rook_50903  160349 -93238 
Bishop_61209   Rook_4055  -97101 94417 
Rook_61210   Knight_37099  31832 -148496 
Bishop_61211   Queen_41938  -204724 -6522 
Queen_61212   Bishop_36641  203970 -142416 
Rook_61213   King_30435  -122372 24059 
Rook_61214   Knight_31814  25996 25912 
Queen_61215   Bishop_49897  36138 -117265 
King_61216   Queen_36903  50698 100435 
Bishop_61217   King_24906  -18434 -42281 
Knight_61218   Queen_7334  -17763 228404 
King_61219   Knight_60947  107661 168875 
Bishop_61220   Bishop_57000  86490 59690 
Knight_61221   Bishop_11076  23409 -148196 
Knight_61222   Bishop_36173  -50454 210209 
Queen_61223   King_28591  -211823 -167363 
King_61224   King_14197  59340 -61401 
Knight_61225   Rook_19754  -265103 -23678 
Queen_61226   Queen_23956  -441 71833 
King_61227   King_27295  155992 81355 
King_61228   Rook_4999  -574 53501 
Rook_61229   King_21981  -85797 -146438 
Rook_61230   Queen_35895  -100087 64125 
Bishop_61231   Bishop_58010  150131 -188119 
Queen_61232   Bishop_2122  58318 -66795 
Knight_61233   Rook_9525  -28145 -144395 
Knight_61234   Rook_32848  270820 54439 
Queen_61235   King_39977  -79097 77555 
Queen_61236   Rook_39129  -115750 211672 
Queen_61237   Queen_9194  -118170 168046 
Bishop_61238   Rook_55591  -9412 16285 
King_61239   Rook_4822  29270 -181890 
Bishop_61240   Queen_34129  -71059 -67260 
Bishop_61241   Bishop_46868  192031 -280847 
Queen_61242   Bishop_53215  -188159 206089 
King_61243   Rook_48748  -126305 32704 
Queen_61244   Bishop_28702  62837 -66674 
King_61245   King_11054  226952 -214739 
Knight_61246   Knight_36025  -77070 81314 
King_61247   Knight_24163  -92554 45656 
Queen_61248   Queen_60921  141903 17739 
King_61249   Knight_34124  252792 -147812 
King_61250   King_34921  -130946 -169285 
Knight_61251   Queen_46764  120416 15013 
Bishop_61252   Knight_55614  57781 -157862 
Knight_61253   Bishop_16686  -53267 37207 
Rook_61254   King_59427  87549 -55676 
Rook_61255   Knight_15456  -231566 41253 
Rook_61256   Rook_42943  8968 151185 
Bishop_61257   Knight_36495  154693 -111600 
Queen_61258   Rook_20757  83527 -124826 
Rook_61259   Rook_43878  -55173 135824 
Knight_61260   Knight_18024  -151777 267199 
Knight_61261   King_42017  216552 145377 
King_61262   Knight_1052  -11863 -193297 
Queen_61263   Queen_59079  177011 -111965 
Knight_61264   Rook_7698  -11766 167527 
Bishop_61265   Queen_18195  82702 -61143 
Bishop_61266   Bishop_45228  108184 -2744 
Rook_61267   King_51537  129663 -278799 
